"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX549215","GSM1395508: Single cell mRNA-seq_MGH26-2_B02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616968","","184.64","1","5109888","255494400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549215","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549214","GSM1395507: Single cell mRNA-seq_MGH26-2_B01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616967","","143.72","1","3989273","199463650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549214","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549213","GSM1395506: Single cell mRNA-seq_MGH26-2_A12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616966","","95.24","1","2620509","131025450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549213","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549212","GSM1395505: Single cell mRNA-seq_MGH26-2_A11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616965","","128.38","1","3552459","177622950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549212","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549211","GSM1395504: Single cell mRNA-seq_MGH26-2_A10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616964","","59.28","1","1605926","80296300","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549211","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549210","GSM1395503: Single cell mRNA-seq_MGH26-2_A09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616963","","20.42","1","544212","27210600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549210","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549209","GSM1395502: Single cell mRNA-seq_MGH26-2_A08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616962","","49.04","1","1315789","65789450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549209","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549208","GSM1395501: Single cell mRNA-seq_MGH26-2_A07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616961","","106.89","1","2919419","145970950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549208","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549207","GSM1395500: Single cell mRNA-seq_MGH26-2_A06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616960","","147.57","1","4126829","206341450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549207","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549206","GSM1395499: Single cell mRNA-seq_MGH26-2_A05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616959","","161.62","1","4485181","224259050","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549206","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549205","GSM1395498: Single cell mRNA-seq_MGH26-2_A04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616958","","174.47","1","4840099","242004950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549205","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549204","GSM1395497: Single cell mRNA-seq_MGH26-2_A03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616957","","116.79","1","3209788","160489400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549204","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549203","GSM1395496: Single cell mRNA-seq_MGH26-2_A02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616956","","201.73","1","5571849","278592450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549203","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549202","GSM1395495: Single cell mRNA-seq_MGH26-2_A01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616955","","156.56","1","4334787","216739350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549202","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549201","GSM1395494: Single cell mRNA-seq_MGH26_H12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616954","","54.87","1","1839494","91974700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549201","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549200","GSM1395493: Single cell mRNA-seq_MGH26_H11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616953","","34.48","1","1144205","57210250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549200","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549199","GSM1395492: Single cell mRNA-seq_MGH26_H10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616952","","54.99","1","1794919","89745950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549199","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549198","GSM1395491: Single cell mRNA-seq_MGH26_H09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616951","","55.51","1","1869331","93466550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549198","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549197","GSM1395490: Single cell mRNA-seq_MGH26_H08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616950","","47.27","1","1568663","78433150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549197","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549196","GSM1395489: Single cell mRNA-seq_MGH26_H07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616949","","51.94","1","1714203","85710150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549196","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549195","GSM1395488: Single cell mRNA-seq_MGH26_H06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616948","","55.61","1","1796593","89829650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549195","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549194","GSM1395487: Single cell mRNA-seq_MGH26_H05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616947","","75.01","1","2501803","125090150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549194","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549193","GSM1395486: Single cell mRNA-seq_MGH26_H04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616946","","78.33","1","2627642","131382100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549193","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549192","GSM1395485: Single cell mRNA-seq_MGH26_H03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616945","","76.51","1","2561071","128053550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549192","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549191","GSM1395484: Single cell mRNA-seq_MGH26_H02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616944","","61.55","1","2055439","102771950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549191","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549190","GSM1395483: Single cell mRNA-seq_MGH26_H01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616943","","56.74","1","1883136","94156800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549190","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549189","GSM1395482: Single cell mRNA-seq_MGH26_G12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616942","","48.53","1","1623685","81184250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549189","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549188","GSM1395481: Single cell mRNA-seq_MGH26_G11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616941","","64.72","1","2179402","108970100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549188","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549187","GSM1395480: Single cell mRNA-seq_MGH26_G10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616940","","54.02","1","1797472","89873600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549187","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549186","GSM1395479: Single cell mRNA-seq_MGH26_G09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616939","","81.43","1","2757503","137875150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549186","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549185","GSM1395478: Single cell mRNA-seq_MGH26_G08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616938","","84.13","1","2814676","140733800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549185","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549184","GSM1395477: Single cell mRNA-seq_MGH26_G07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616937","","75.31","1","2410202","120510100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549184","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549183","GSM1395476: Single cell mRNA-seq_MGH26_G06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616936","","47.44","1","1591396","79569800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549183","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549182","GSM1395475: Single cell mRNA-seq_MGH26_G05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616935","","72.76","1","2434605","121730250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549182","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549181","GSM1395474: Single cell mRNA-seq_MGH26_G04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616934","","88.76","1","2926960","146348000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549181","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549180","GSM1395473: Single cell mRNA-seq_MGH26_G03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616933","","78.04","1","2610591","130529550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549180","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549179","GSM1395472: Single cell mRNA-seq_MGH26_G02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616932","","31.8","1","1061361","53068050","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549179","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549178","GSM1395471: Single cell mRNA-seq_MGH26_G01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616931","","64.12","1","2141634","107081700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549178","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549177","GSM1395470: Single cell mRNA-seq_MGH26_F12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616930","","33.2","1","1103254","55162700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549177","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549176","GSM1395469: Single cell mRNA-seq_MGH26_F11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616929","","42.76","1","1418395","70919750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549176","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549175","GSM1395468: Single cell mRNA-seq_MGH26_F10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616928","","72.21","1","2379178","118958900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549175","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549174","GSM1395467: Single cell mRNA-seq_MGH26_F09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616927","","81.36","1","2743855","137192750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549174","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549173","GSM1395466: Single cell mRNA-seq_MGH26_F08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616926","","84.22","1","2802977","140148850","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549173","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549172","GSM1395465: Single cell mRNA-seq_MGH26_F07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616925","","94.23","1","2962334","148116700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549172","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549171","GSM1395464: Single cell mRNA-seq_MGH26_F06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616924","","90.87","1","3025670","151283500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549171","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549170","GSM1395463: Single cell mRNA-seq_MGH26_F05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616923","","101.55","1","3415777","170788850","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549170","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549169","GSM1395462: Single cell mRNA-seq_MGH26_F04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616922","","96.54","1","3199449","159972450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549169","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549168","GSM1395461: Single cell mRNA-seq_MGH26_F03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616921","","67.8","1","2148338","107416900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549168","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549167","GSM1395460: Single cell mRNA-seq_MGH26_F02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616920","","63.77","1","2129260","106463000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549167","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549166","GSM1395459: Single cell mRNA-seq_MGH26_F01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616919","","92.07","1","3077946","153897300","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549166","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549165","GSM1395458: Single cell mRNA-seq_MGH26_E12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616918","","53.01","1","1772657","88632850","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549165","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549164","GSM1395457: Single cell mRNA-seq_MGH26_E11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616917","","63.86","1","2105469","105273450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549164","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549163","GSM1395456: Single cell mRNA-seq_MGH26_E10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616916","","52.68","1","1737805","86890250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549163","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549162","GSM1395455: Single cell mRNA-seq_MGH26_E09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616915","","64.97","1","2073783","103689150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549162","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549161","GSM1395454: Single cell mRNA-seq_MGH26_E08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616914","","77.36","1","2571676","128583800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549161","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549160","GSM1395453: Single cell mRNA-seq_MGH26_E07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616913","","46.52","1","1523155","76157750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549160","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549159","GSM1395452: Single cell mRNA-seq_MGH26_E06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616912","","58.13","1","1940632","97031600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549159","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549158","GSM1395451: Single cell mRNA-seq_MGH26_E05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616911","","45.62","1","1509776","75488800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549158","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549157","GSM1395450: Single cell mRNA-seq_MGH26_E04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS616910","","58.17","1","1928380","96419000","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549157","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
